study_folder,therapeutic_area,phase,pd_category,pd_subcategory,pi_flag,count
C4891002,Oncology,Ph III,4) Lab,PK/PD samples not done,NO,34
C4891002,Oncology,Ph III,4) Lab,"PK/PD samples not properly collected, stored or handled",NO,74
C4891002,Oncology,Ph III,4) Lab,Pending Site Monitor Action Lab,NO,2
C4891002,Oncology,Ph III,4) Lab,Specimen could not be analyzed,NO,3
C4891002,Oncology,Ph III,5) VisitSched,,,1
C4891002,Oncology,Ph III,5) VisitSched,Pending Site Monitor Action VisitSched,NO,5
C4891002,Oncology,Ph III,5) VisitSched,Visit not done,NO,7
C4891002,Oncology,Ph III,5) VisitSched,Visit not performed per protocol,NO,39
C4891002,Oncology,Ph III,6) Proc/Test,,,3
C4891002,Oncology,Ph III,6) Proc/Test,Dosing diary not available / not completed by participant.,NO,7
C4891002,Oncology,Ph III,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,1
C4891002,Oncology,Ph III,6) Proc/Test,Procedure/Test not done,NO,33
C4891002,Oncology,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,124
C4891002,Oncology,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,25
C4891002,Oncology,Ph III,8) SafetyRep,Safety Reporting: delayed/Other.,NO,5
C4891006,Oncology,Ph II,1) Inc/Excl,Subject did not meet inclusion criteria 4 [Participants must have >=1 measurable lesion per RECIST v1.1. Participants with ONLY bone lesions are elegible if >=1 bone lesion has a measurable component per RECIST v1.1.],YES,2
C4891006,Oncology,Ph II,11) Informed Consent,ICD not completed or not completed correctly (e.g. date),NO,8
C4891006,Oncology,Ph II,11) Informed Consent,ICD not translated to subject's/LAR native language,NO,1
C4891006,Oncology,Ph II,11) Informed Consent,"ICD was lost, copy available",NO,1
C4891006,Oncology,Ph II,11) Informed Consent,"ICD was lost, no copy available",NO,1
C4891006,Oncology,Ph II,11) Informed Consent,Other,NO,2
C4891006,Oncology,Ph II,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,1
C4891006,Oncology,Ph II,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,YES,1
C4891006,Oncology,Ph II,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,NO,3
C4891006,Oncology,Ph II,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,1
C4891006,Oncology,Ph II,2) InvProd,Dosing/Administration Error : other,NO,10
C4891006,Oncology,Ph II,2) InvProd,Dosing/Administration error: overdose.,NO,1
C4891006,Oncology,Ph II,2) InvProd,Dosing/Administration error: underdose,NO,196
C4891006,Oncology,Ph II,2) InvProd,Dosing/Administration error: underdose,YES,1
C4891006,Oncology,Ph II,2) InvProd,IP accountability not done,NO,1
C4891006,Oncology,Ph II,2) InvProd,IP not returned,NO,5
C4891006,Oncology,Ph II,2) InvProd,Storage error,NO,1
C4891006,Oncology,Ph II,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,3
C4891006,Oncology,Ph II,4) Lab,Lab for pregnancy testing not done as required,NO,1
C4891006,Oncology,Ph II,4) Lab,Lab not done,NO,17
C4891006,Oncology,Ph II,4) Lab,Lab not performed within pre-specified conditions,NO,10
C4891006,Oncology,Ph II,4) Lab,PK/PD samples not done,NO,11
C4891006,Oncology,Ph II,4) Lab,"PK/PD samples not properly collected, stored or handled",NO,41
C4891006,Oncology,Ph II,5) VisitSched,Visit not done,NO,8
C4891006,Oncology,Ph II,5) VisitSched,Visit not performed per protocol,NO,20
C4891006,Oncology,Ph II,6) Proc/Test,Abnormal procedure/test result not followed up per protocol,NO,1
C4891006,Oncology,Ph II,6) Proc/Test,Baseline Tumor Assessment inadequate/not performed/out of protocol specified window.,NO,2
C4891006,Oncology,Ph II,6) Proc/Test,Baseline Tumor Assessment inadequate/not performed/out of protocol specified window.,YES,1
C4891006,Oncology,Ph II,6) Proc/Test,Dosing diary not available / not completed by participant.,NO,7
C4891006,Oncology,Ph II,6) Proc/Test,ECG not performed / not done as per protocol.,NO,15
C4891006,Oncology,Ph II,6) Proc/Test,Procedure/Test not done,NO,18
C4891006,Oncology,Ph II,6) Proc/Test,Procedure/Test not performed per protocol,NO,46
C4891006,Oncology,Ph II,6) Proc/Test,Procedure/Test performed out of window,NO,13
C4891023,Oncology,Ph II,11) Informed Consent,ICD not completed or not completed correctly (e.g. date),NO,2
C4891023,Oncology,Ph II,11) Informed Consent,ICD signed by subject/LAR had not received IRB/IEC approval,YES,1
C4891023,Oncology,Ph II,11) Informed Consent,Other,NO,4
C4891023,Oncology,Ph II,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,1
C4891023,Oncology,Ph II,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,YES,1
C4891023,Oncology,Ph II,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,2
C4891023,Oncology,Ph II,2) InvProd,Dispensing error,NO,1
C4891023,Oncology,Ph II,2) InvProd,Dosing/Administration Error : other,NO,1
C4891023,Oncology,Ph II,2) InvProd,Dosing/Administration Error : other,YES,1
C4891023,Oncology,Ph II,2) InvProd,Dosing/Administration error: medication error (excluding underdose and overdose),NO,1
C4891023,Oncology,Ph II,2) InvProd,Dosing/Administration error: underdose,NO,41
C4891023,Oncology,Ph II,2) InvProd,Dosing/Administration error: underdose,YES,4
C4891023,Oncology,Ph II,4) Lab,Lab not done,NO,6
C4891023,Oncology,Ph II,4) Lab,Lab performed out of window,NO,1
C4891023,Oncology,Ph II,4) Lab,PK/PD samples not done,NO,15
C4891023,Oncology,Ph II,4) Lab,"PK/PD samples not properly collected, stored or handled",NO,19
C4891023,Oncology,Ph II,5) VisitSched,Visit not performed per protocol,NO,10
C4891023,Oncology,Ph II,6) Proc/Test,Dosing diary not available / not completed by participant.,NO,1
C4891023,Oncology,Ph II,6) Proc/Test,ECG not performed / not done as per protocol.,NO,6
C4891023,Oncology,Ph II,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,1
C4891023,Oncology,Ph II,6) Proc/Test,Procedure/Test not done,NO,17
C4891023,Oncology,Ph II,6) Proc/Test,Procedure/Test not performed per protocol,NO,10
C4891023,Oncology,Ph II,6) Proc/Test,Procedure/Test performed out of window,NO,10
C4891023,Oncology,Ph II,8) SafetyRep,Safety Reporting: delayed/Other.,NO,1
C4891024,Oncology,Ph II,11) Informed Consent,ICD not completed or not completed correctly (e.g. date),NO,1
C4891024,Oncology,Ph II,2) InvProd,Dosing/Administration error : medication error (excluding overdose and underdose),NO,11
C4891024,Oncology,Ph II,2) InvProd,Dosing/Administration error : other,NO,2
C4891024,Oncology,Ph II,2) InvProd,Dosing/Administration error : overdose,NO,1
C4891024,Oncology,Ph II,2) InvProd,Dosing/Administration error : underdose,NO,20
C4891024,Oncology,Ph II,2) InvProd,Dosing/Administration error : underdose,YES,1
C4891024,Oncology,Ph II,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,1
C4891024,Oncology,Ph II,4) Lab,Lab not done,NO,6
C4891024,Oncology,Ph II,4) Lab,Lab not performed within pre-specified conditions,NO,1
C4891024,Oncology,Ph II,4) Lab,PK/PD samples not done,NO,5
C4891024,Oncology,Ph II,4) Lab,"PK/PD samples not properly collected, stored or handled",NO,4
C4891024,Oncology,Ph II,5) VisitSched,Visit not done,NO,1
C4891024,Oncology,Ph II,5) VisitSched,Visit not performed per protocol,NO,4
C4891024,Oncology,Ph II,6) Proc/Test,Dosing diary not available / not completed by participant.,NO,6
C4891024,Oncology,Ph II,6) Proc/Test,ECG not performed / not done as per protocol.,NO,8
C4891024,Oncology,Ph II,6) Proc/Test,Procedure/Test not done,NO,3
C4891024,Oncology,Ph II,6) Proc/Test,Procedure/Test not performed per protocol,NO,3
C4891024,Oncology,Ph II,6) Proc/Test,Procedure/Test performed out of window,NO,2
C4891024,Oncology,Ph II,8) SafetyRep,Safety Reporting: Delayed/Other.,NO,2
C4891026,Oncology,Ph II,1) Inc/Excl,"Subject met exclusion criteria 6 [Prior procedures and treatment including major surgery, radiotherapy, other anticancer treatments and participation in other clinical studies as defined in protocol.]",YES,2
C4891026,Oncology,Ph II,11) Informed Consent,ICD not completed or not completed correctly (e.g. date),NO,3
C4891026,Oncology,Ph II,11) Informed Consent,Other,NO,1
C4891026,Oncology,Ph II,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,6
C4891026,Oncology,Ph II,11) Informed Consent,Subject signed ICD after study-specified procedures had been performed,YES,1
C4891026,Oncology,Ph II,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,NO,1
C4891026,Oncology,Ph II,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,YES,1
C4891026,Oncology,Ph II,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,1
C4891026,Oncology,Ph II,2) InvProd,Dosing/Administration error : medication error (excluding overdose and underdose),NO,1
C4891026,Oncology,Ph II,2) InvProd,Dosing/Administration error : other,NO,1
C4891026,Oncology,Ph II,2) InvProd,Dosing/Administration error : overdose,NO,8
C4891026,Oncology,Ph II,2) InvProd,Dosing/Administration error : underdose,NO,123
C4891026,Oncology,Ph II,2) InvProd,Dosing/Administration error : underdose,YES,4
C4891026,Oncology,Ph II,3) CCMeds,Took prohibited concomitant medication/vaccine,NO,1
C4891026,Oncology,Ph II,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,4
C4891026,Oncology,Ph II,4) Lab,Lab for pregnancy testing not done as required,NO,2
C4891026,Oncology,Ph II,4) Lab,Lab not done,NO,16
C4891026,Oncology,Ph II,4) Lab,Lab not performed within pre-specified conditions,NO,41
C4891026,Oncology,Ph II,4) Lab,Lab performed out of window,NO,3
C4891026,Oncology,Ph II,4) Lab,PK/PD samples not done,NO,3
C4891026,Oncology,Ph II,4) Lab,"PK/PD samples not properly collected, stored or handled",NO,8
C4891026,Oncology,Ph II,4) Lab,Specimen could not be analyzed,NO,1
C4891026,Oncology,Ph II,5) VisitSched,Visit not done,NO,4
C4891026,Oncology,Ph II,5) VisitSched,Visit not performed per protocol,NO,39
C4891026,Oncology,Ph II,6) Proc/Test,ECG not performed / not done as per protocol.,NO,45
C4891026,Oncology,Ph II,6) Proc/Test,Procedure/Test not done,NO,34
C4891026,Oncology,Ph II,6) Proc/Test,Procedure/Test not performed per protocol,NO,64
C4891026,Oncology,Ph II,6) Proc/Test,Procedure/Test performed out of window,NO,11
C4891026,Oncology,Ph II,6) Proc/Test,Procedures for contraception counseling/contraception requirements not followed,NO,1
C4891026,Oncology,Ph II,8) SafetyRep,Safety Reporting: Delayed/Other.,NO,1
C4891026,Oncology,Ph II,9) DiscCrit,Participant developed withdrawal criteria during the study but was not withdrawn,YES,1
C5091017,Unknown,Ph III,1) Inc/Excl,,,5
C5091017,Unknown,Ph III,1) Inc/Excl,Excl 10 met: Current use of any prohibited concomitant medication(s).,YES,4
C5091017,Unknown,Ph III,1) Inc/Excl,Excl 11 met: Has received any other antiviral or COVID-19 mAbs for the treatment of COVID-19 within 30 days or 5 half-lives prior to screening or covalescent COVID-19 plasma within 12 months.,YES,1
C5091017,Unknown,Ph III,1) Inc/Excl,Excl 12 met: Received any dose of a COVID-19 vaccine within 4 months of randomization or expected to receive one through Day 34.,YES,2
C5091017,Unknown,Ph III,1) Inc/Excl,Excl 4 met: Suspected or confirmed concurrent active systemic infection other than COVID-19 that may interfere with the evaluation of response to the study intervention.,YES,1
C5091017,Unknown,Ph III,1) Inc/Excl,Excl 6 met: Severely immunocompromised (see Appendix 13).,YES,1
C5091017,Unknown,Ph III,1) Inc/Excl,Incl 2 not met: Presence of risk factors for progression to severe COVID-19 based on age.,YES,7
C5091017,Unknown,Ph III,10) Other,,,2
C5091017,Unknown,Ph III,10) Other,Pending Site Monitor Action Other,NO,1
C5091017,Unknown,Ph III,11) Informed Consent,,,13
C5091017,Unknown,Ph III,11) Informed Consent,ICD had not undergone proper Pfizer/CRO approval,NO,3
C5091017,Unknown,Ph III,11) Informed Consent,ICD signed by unauthorized site personnel,NO,1
C5091017,Unknown,Ph III,11) Informed Consent,Other,NO,5
C5091017,Unknown,Ph III,11) Informed Consent,Pending Site Monitor Action Informed Consent,NO,4
C5091017,Unknown,Ph III,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,YES,2
C5091017,Unknown,Ph III,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,YES,1
C5091017,Unknown,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,2
C5091017,Unknown,Ph III,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,1
C5091017,Unknown,Ph III,2) InvProd,,,4
C5091017,Unknown,Ph III,2) InvProd,Dosing/Administration error,YES,4
C5091017,Unknown,Ph III,2) InvProd,Dosing/Administration error: Additional doses administered,NO,22
C5091017,Unknown,Ph III,2) InvProd,Dosing/Administration error: Other,NO,66
C5091017,Unknown,Ph III,2) InvProd,Dosing/Administration error: Two or more consecutive doses missed,YES,1
C5091017,Unknown,Ph III,2) InvProd,Dosing/Administration error: one or two non-consecutive doses missed,NO,6
C5091017,Unknown,Ph III,2) InvProd,Dosing/Administration error: three or more doses missed,YES,1
C5091017,Unknown,Ph III,2) InvProd,Pending Site Monitor Action InvProd,NO,2
C5091017,Unknown,Ph III,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,2
C5091017,Unknown,Ph III,4) Lab,,,32
C5091017,Unknown,Ph III,4) Lab,Expired/Incorrect lab kit used,NO,2
C5091017,Unknown,Ph III,4) Lab,Lab for pregnancy testing not done or done out of visit window,YES,6
C5091017,Unknown,Ph III,4) Lab,Lab not done when required: blood biomarkers and retained research samples,NO,54
C5091017,Unknown,Ph III,4) Lab,Lab not performed within pre-specified conditions,NO,10
C5091017,Unknown,Ph III,4) Lab,Lab performed out of window,NO,2
C5091017,Unknown,Ph III,4) Lab,NP swab for viral load not done,YES,19
C5091017,Unknown,Ph III,4) Lab,PK/PD samples not done,NO,8
C5091017,Unknown,Ph III,4) Lab,"PK/PD samples not properly collected, stored or handled",NO,7
C5091017,Unknown,Ph III,4) Lab,Pending Site Monitor Action Lab,NO,4
C5091017,Unknown,Ph III,4) Lab,Safety lab not done (not drawn),YES,9
C5091017,Unknown,Ph III,4) Lab,Specimen could not be analyzed,NO,108
C5091017,Unknown,Ph III,5) VisitSched,,,4
C5091017,Unknown,Ph III,5) VisitSched,Pending Site Monitor Action VisitSched,NO,10
C5091017,Unknown,Ph III,5) VisitSched,Visit not done,YES,6
C5091017,Unknown,Ph III,5) VisitSched,Visit not performed per protocol,NO,54
C5091017,Unknown,Ph III,6) Proc/Test,,,294
C5091017,Unknown,Ph III,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,16
C5091017,Unknown,Ph III,6) Proc/Test,Procedure/Test not done,NO,5
C5091017,Unknown,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,58
C5091017,Unknown,Ph III,6) Proc/Test,Procedures for contraception counseling/contraception requirements not followed,YES,3
C5091017,Unknown,Ph III,6) Proc/Test,eDiary compliance: COVID-19/PGI symptoms daily diary overall completion below 75%,YES,25
C5091017,Unknown,Ph III,6) Proc/Test,eDiary compliance: Long COVID-19 symptoms weekly diary overall completion below 75%,YES,1
C5091017,Unknown,Ph III,6) Proc/Test,eDiary compliance: missing COVID-19 symptoms/PGI diary entries (single or multiple) but overall completion =/> 75%,NO,164
C5091017,Unknown,Ph III,6) Proc/Test,eDiary compliance: missing EQ-5D-5L diary entries (single or multiple),NO,67
C5091017,Unknown,Ph III,6) Proc/Test,eDiary compliance: missing PROMIS – Cognitive Function 8a diary entries (single or multiple),NO,55
C5091017,Unknown,Ph III,6) Proc/Test,eDiary compliance: missing PROMIS – Dyspnea Severity 10a diary entries (single or multiple),NO,53
C5091017,Unknown,Ph III,6) Proc/Test,eDiary compliance: missing PROMIS – Fatigue 7a diary entries (single or multiple),NO,53
